"Reporting month";"Sales Month";"Platform";"Country / Region";"Label Name";"Artist Name";"Release title";"Track title";;;"Release Catalog nb";"Product";"Sales Type";"Quantity";"Client Payment Currency";"Net Revenue"
"2019-11-01";"2019-10-01";"Spotify Stream";"Norway";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";3;"EUR";0.01373644302
"2019-11-01";"2019-11-01";"YouTube Official Music Content";"Sweden";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.006111792185
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Belarus";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";11;"EUR";0.000141240907
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";180;"EUR";0.021396258385
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";13;"EUR";0.006131844482
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Belarus";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";20;"EUR";0.001002417077
"2019-11-01";"2019-10-01";"Spotify Stream";"Canada";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";9;"EUR";0.01766255097
"2019-11-01";"2019-10-01";"Spotify Stream";"Belgium";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";6;"EUR";0.02046368142
"2019-11-01";"2019-10-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";5;"EUR";0.00362159763
"2019-11-01";"2019-10-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";19;"EUR";0.015894849181
"2019-11-01";"2019-10-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";7;"EUR";0.01856326494
"2019-11-01";"2019-10-01";"Spotify Stream";"Honduras";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";2.849886E-05
"2019-11-01";"2019-10-01";"Spotify Stream";"Switzerland";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";0.007424703
"2019-11-01";"2019-09-01";"Deezer";"Brazil";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";4;"EUR";0.001971461888
"2019-11-01";"2019-10-01";"Google Sub";"United states";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.003657893661
"2019-11-01";"2019-09-01";"Deezer";"Czech republic";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";5.973286E-06
"2019-11-01";"2019-10-01";"Spotify Stream";"Netherlands";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";12;"EUR";0.03671553132
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";3;"EUR";0.002275366527
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.002275366527
"2019-11-01";"2019-11-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";;;;;;"Stream";1;"EUR";0.000376400043
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.00151455024
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";54;"EUR";0.008862245161
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";22;"EUR";0.012935562951
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00075727512
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00075727512
"2019-11-01";"2019-09-01";"Yandex";"Russian federation";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";83;"EUR";0.034911990339
"2019-11-01";"2019-11-01";"YouTube Official Music Content";"Japan";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.003600807675
"2019-11-01";"2019-11-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";5;"EUR";0.02949257025
"2019-11-01";"2019-10-01";"Amazon Premium";"Spain";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.01180902762
"2019-11-01";"2019-10-01";"Amazon Premium";"Spain";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.01180902762
"2019-11-01";"2019-11-01";"Apple Music";"Germany";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";2;"EUR";0.0065022399
"2019-11-01";"2019-10-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";5;"EUR";0.042828928952
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Sweden";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.008000020601
"2019-11-01";"2019-10-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";130;"EUR";0.352354047775
"2019-11-01";"2019-11-01";"Apple Music";"Australia";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00546571587
"2019-11-01";"2019-10-01";"Spotify Stream";"Chile";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.003074877
"2019-11-01";"2019-10-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";8;"EUR";0.02059117632
"2019-11-01";"2019-10-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";17;"EUR";0.049821272069
"2019-11-01";"2019-11-01";"YouTube Official Music Content";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";7;"EUR";0.030132479455
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";204;"EUR";0.030662858855
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Kazakhstan";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";1.2840018E-05
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";330;"EUR";0.05808366047
"2019-11-01";"2019-10-01";"Spotify Stream";"Belgium";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";4;"EUR";0.01432217709
"2019-11-01";"2019-10-01";"Spotify Stream";"Canada";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";10;"EUR";0.01789578414
"2019-11-01";"2019-10-01";"Spotify Stream";"Finland";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";39;"EUR";0.141934027412
"2019-11-01";"2019-09-01";"Deezer";"France";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.005308707643
"2019-11-01";"2019-09-01";"Deezer";"Turkey";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.001382644692
"2019-11-01";"2019-09-01";"Deezer";"Russian federation";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.000512328506
"2019-11-01";"2019-10-01";"Google Sub";"Germany";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.004056055251
"2019-11-01";"2019-09-01";"Deezer";"Switzerland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.007603017368
"2019-11-01";"2019-09-01";"Deezer";"United kingdom";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.007790463369
"2019-11-01";"2019-10-01";"Spotify Stream";"Sweden";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";15;"EUR";0.048356588159
"2019-11-01";"2019-10-01";"Spotify Stream";"Brazil";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.0010649574
"2019-11-01";"2019-10-01";"Spotify Stream";"United kingdom";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";11;"EUR";0.05260814559
"2019-11-01";"2019-10-01";"Google Sub";"Belgium";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.006350550968
"2019-11-01";"2019-10-01";"Spotify Stream";"Bulgaria";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";9.974601E-05
"2019-11-01";"2019-10-01";"Amazon Premium";"Germany";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00494380224
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";3;"EUR";0.00227182536
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";37;"EUR";0.003437547498
"2019-11-01";"2019-09-01";"Yandex";"Russian federation";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.001112509248
"2019-11-01";"2019-11-01";"YouTube Red";"Finland";"Label";"Band";"Album";;;;;;"Stream";1;"EUR";0.009993372373
"2019-11-01";"2019-11-01";"YouTube Red";"Spain";"Label";"Band";"Album";;;;;;"Stream";1;"EUR";0.005553573848
"2019-11-01";"2019-10-01";"Amazon Premium";"Italy";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.002399904
"2019-11-01";"2019-11-01";"YouTube Red";"United states";"Label";"Band";"Song 4";;;;;;"Stream";1;"EUR";0.003546249983
"2019-11-01";"2019-09-01";"Deezer";"Ireland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";3.5145319E-05
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Italy";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.002838996
"2019-11-01";"2019-10-01";"Spotify Stream";"Germany";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";8;"EUR";0.015058632631
"2019-11-01";"2019-11-01";"Apple Music";"Australia";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00546571587
"2019-11-01";"2019-11-01";"Apple Music";"France";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00216666333
"2019-11-01";"2019-11-01";"Apple Music";"United states";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.00593264527
"2019-11-01";"2019-10-01";"Spotify Stream";"Netherlands";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.00664023438
"2019-11-01";"2019-10-01";"Spotify Stream";"Germany";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";99;"EUR";0.269195836735
"2019-11-01";"2019-11-01";"YouTube Official Music Content";"Poland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";5;"EUR";0.006248851752
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Taiwan";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.000859616319
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Austria";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.000838325512
"2019-11-01";"2019-11-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.019806637428
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Kazakhstan";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";3;"EUR";3.8520248E-05
"2019-11-01";"2019-11-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.004304354419
"2019-11-01";"2019-10-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";86;"EUR";0.253419310322
"2019-11-01";"2019-10-01";"Spotify Stream";"Germany";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";154;"EUR";0.385682099599
"2019-11-01";"2019-10-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";20;"EUR";0.040071655319
"2019-11-01";"2019-10-01";"Spotify Stream";"Germany";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";61;"EUR";0.165686214787
"2019-11-01";"2019-10-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";8;"EUR";0.00478780773
"2019-11-01";"2019-10-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";5;"EUR";0.00854515893
"2019-11-01";"2019-10-01";"Spotify Stream";"Ecuador";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.00109645614
"2019-11-01";"2019-10-01";"Google Sub";"United kingdom";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";7;"EUR";0.044151054116
"2019-11-01";"2019-10-01";"Spotify Stream";"Sweden";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.00670548177
"2019-11-01";"2019-10-01";"Spotify Stream";"Greece";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.00282888684
"2019-11-01";"2019-09-01";"Deezer";"United kingdom";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.011916318328
"2019-11-01";"2019-09-01";"Deezer";"Turkey";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.002765289384
"2019-11-01";"2019-10-01";"Google Sub";"Russian federation";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.001574853
"2019-11-01";"2019-10-01";"Google Sub";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.003657893661
"2019-11-01";"2019-10-01";"Spotify Stream";"New zealand";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00063147474
"2019-11-01";"2019-09-01";"Deezer";"Netherlands";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.002852330902
"2019-11-01";"2019-10-01";"Spotify Stream";"Australia";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";8;"EUR";0.01745330184
"2019-11-01";"2019-10-01";"Google Sub";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.003657893661
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.00227182536
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";30;"EUR";0.003350907221
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";39;"EUR";0.001972505988
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Ukraine";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";3;"EUR";3.7131547E-05
"2019-11-01";"2019-09-01";"Yandex";"Russian federation";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";125;"EUR";0.031257540273
"2019-11-01";"2019-11-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";7;"EUR";0.04475520972
"2019-11-01";"2019-11-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.01080106794
"2019-11-01";"2019-11-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.01620160191
"2019-11-01";"2019-11-01";"Apple Music";"Germany";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";4;"EUR";0.01948572054
"2019-11-01";"2019-11-01";"Apple Music";"Germany";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";7;"EUR";0.03445887159
"2019-11-01";"2019-10-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";5;"EUR";0.03621770385
"2019-11-01";"2019-10-01";"Spotify Stream";"Germany";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";53;"EUR";0.141333286443
"2019-11-01";"2019-11-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";5;"EUR";0.028819121905
"2019-11-01";"2019-11-01";"iTunes Match";"United states";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.000141466993
"2019-11-01";"2019-11-01";"YouTube Official Music Content";"Finland";"Label";"Band";"Song 4";;;;;;"Stream";3;"EUR";0.004641395851
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"New zealand";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.002357956837
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Belarus";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";5;"EUR";6.4200412E-05
"2019-11-01";"2019-10-01";"Spotify Stream";"Turkey";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00094721211
"2019-11-01";"2019-10-01";"Spotify Stream";"Finland";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";159;"EUR";0.571663147559
"2019-11-01";"2019-10-01";"Spotify Stream";"Ecuador";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";4;"EUR";0.00438507459
"2019-11-01";"2019-10-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";5;"EUR";0.00395459181
"2019-11-01";"2019-10-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";21;"EUR";0.027427874341
"2019-11-01";"2019-10-01";"Spotify Stream";"Indonesia";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00023474061
"2019-11-01";"2019-10-01";"Spotify Stream";"Belgium";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";7;"EUR";0.020924163
"2019-11-01";"2019-09-01";"Deezer";"Belgium";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.005422215603
"2019-11-01";"2019-10-01";"Spotify Stream";"Malta";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.00293838246
"2019-11-01";"2019-10-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";14;"EUR";0.01210601574
"2019-11-01";"2019-10-01";"Google Sub";"United states";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";3;"EUR";0.010973680981
"2019-11-01";"2019-10-01";"Spotify Stream";"Lithuania";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00240890364
"2019-11-01";"2019-09-01";"Deezer";"Brazil";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.000586184802
"2019-11-01";"2019-09-01";"Deezer";"Germany";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";5;"EUR";0.013384497099
"2019-11-01";"2019-09-01";"Deezer";"Chile";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00225416233
"2019-11-01";"2019-10-01";"Spotify Stream";"Bulgaria";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";2;"EUR";9.974601E-05
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";5;"EUR";0.003792277545
"2019-11-01";"2019-10-01";"Spotify Stream";"New zealand";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00335311587
"2019-11-01";"2019-10-01";"Spotify Stream";"Sweden";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.00212316507
"2019-11-01";"2019-11-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.052757314098
"2019-11-01";"2019-10-01";"Google Sub";"United kingdom";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";6;"EUR";0.037843760671
"2019-11-01";"2019-10-01";"Spotify Stream";"United kingdom";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00478255869
"2019-11-01";"2019-11-01";"Apple Music";"Russian federation";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.005446841433
"2019-11-01";"2019-10-01";"Spotify Stream";"France";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00194467221
"2019-11-01";"2019-11-01";"YouTube Official Music Content";"Colombia";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.000754492961
"2019-11-01";"2019-11-01";"Apple Music";"Germany";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.0080471781
"2019-11-01";"2019-10-01";"Amazon Premium";"Germany";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00494380224
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Colombia";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.000282768526
"2019-11-01";"2019-10-01";"Spotify Stream";"Chile";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";7;"EUR";0.01117380303
"2019-11-01";"2019-10-01";"Spotify Stream";"Finland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";84;"EUR";0.294369914732
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Mexico";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";7;"EUR";0.002584171658
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Portugal";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";4;"EUR";0.002291423067
"2019-11-01";"2019-11-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.030127597748
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";5;"EUR";0.002301046563
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Ukraine";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";6;"EUR";7.7040495E-05
"2019-11-01";"2019-10-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";26;"EUR";0.030985790519
"2019-11-01";"2019-10-01";"Spotify Stream";"Switzerland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00494455221
"2019-11-01";"2019-10-01";"Spotify Stream";"Norway";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";7;"EUR";0.02824612011
"2019-11-01";"2019-10-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";8;"EUR";0.01731980718
"2019-11-01";"2019-10-01";"Spotify Stream";"Brazil";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";33;"EUR";0.047335076522
"2019-11-01";"2019-10-01";"Spotify Stream";"Chile";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";2;"EUR";0.003074877
"2019-11-01";"2019-10-01";"Spotify Stream";"Netherlands";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";5;"EUR";0.01553262867
"2019-11-01";"2019-10-01";"Google Sub";"United kingdom";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";7;"EUR";0.044151054116
"2019-11-01";"2019-09-01";"Deezer";"Czech republic";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";5.973286E-06
"2019-11-01";"2019-09-01";"Deezer";"France";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.007864110423
"2019-11-01";"2019-10-01";"Spotify Stream";"Sweden";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";8;"EUR";0.02195462928
"2019-11-01";"2019-09-01";"Deezer";"Germany";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.005192672285
"2019-11-01";"2019-10-01";"Spotify Stream";"Belgium";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";14;"EUR";0.033129152281
"2019-11-01";"2019-10-01";"Spotify Stream";"Ireland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00231140754
"2019-11-01";"2019-10-01";"Spotify Stream";"Japan";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";3;"EUR";0.01154653812
"2019-11-01";"2019-10-01";"Spotify Stream";"Ireland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00231140754
"2019-11-01";"2019-10-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.00491454591
"2019-11-01";"2019-10-01";"Google Sub";"Russian federation";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.001574853
"2019-11-01";"2019-10-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";3;"EUR";0.00232039968
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Belarus";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";6;"EUR";7.4263094E-05
"2019-11-01";"2019-11-01";"Apple Music";"Canada";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.009452800352
"2019-11-01";"2019-10-01";"Spotify Stream";"Austria";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00177667893
"2019-11-01";"2019-11-01";"YouTube Official Music Content";"India";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.000508983347
"2019-11-01";"2019-10-01";"Google Sub";"Belgium";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.006350550968
"2019-11-01";"2019-11-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";8;"EUR";0.05015574369
"2019-11-01";"2019-11-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.01620160191
"2019-11-01";"2019-10-01";"Spotify Stream";"Ecuador";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00109645614
"2019-11-01";"2019-11-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.016953831364
