"Reporting month";"Sales Month";"Platform";"Country / Region";"Label Name";"Artist Name";"Release title";"Track title";;;"Release Catalog nb";"Product";"Sales Type";"Quantity";"Client Payment Currency";"Net Revenue"
"2019-10-01";"2019-08-01";"Deezer";"France";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";6;"EUR";0.02108116997
"2019-10-01";"2019-08-01";"Deezer";"Romania";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.002855345782
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"Egypt";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.001081643367
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"Japan";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.005919103738
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"Greece";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.001679008523
"2019-10-01";"2019-09-01";"Google Sub";"Germany";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";0.008462496486
"2019-10-01";"2019-10-01";"YouTube Official Music Content";"Hungary";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.000419086913
"2019-10-01";"2019-10-01";"YouTube Official Music Content";"United kingdom";"Label";"Band";"Song 4";;;;;;"Stream";1;"EUR";0.000831521654
"2019-10-01";"2019-07-01";"Rhapsody / Napster";"United states";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00646211118
"2019-10-01";"2019-10-01";"YouTube Red";"Austria";"Label";"Band";"Song 4";;;;;;"Stream";1;"EUR";0.005349012492
"2019-10-01";"2019-08-01";"Deezer";"Germany";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.009780126279
"2019-10-01";"2019-08-01";"Deezer";"Netherlands";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";10;"EUR";0.034837741435
"2019-10-01";"2019-09-01";"Spotify Stream";"Czech republic";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";9.224631E-05
"2019-10-01";"2019-09-01";"Google Sub";"United kingdom";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";7;"EUR";0.045899762119
"2019-10-01";"2019-09-01";"Amazon Premium";"France";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00958536657
"2019-10-01";"2019-08-01";"Deezer";"Brazil";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.000576654933
"2019-10-01";"2019-08-01";"Deezer";"Mexico";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";1.013359E-06
"2019-10-01";"2019-09-01";"Spotify Stream";"Mexico";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";3;"EUR";0.00325711971
"2019-10-01";"2019-09-01";"Spotify Stream";"Norway";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";6;"EUR";0.02578546854
"2019-10-01";"2019-10-01";"Apple Music";"Germany";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";16;"EUR";0.07436852514
"2019-10-01";"2019-09-01";"Spotify Stream";"Brazil";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";11;"EUR";0.0109795608
"2019-10-01";"2019-09-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";7;"EUR";0.00667848285
"2019-10-01";"2019-09-01";"Spotify Stream";"Latvia";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";3;"EUR";0.00450281988
"2019-10-01";"2019-09-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";15;"EUR";0.02317333053
"2019-10-01";"2019-06-01";"Tidal";"Turkey";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";30;"EUR";0.21487990446
"2019-10-01";"2019-07-01";"Rhapsody / Napster";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";6;"EUR";0.038772667081
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"Canada";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.028693483999
"2019-10-01";"2019-09-01";"Amazon Premium";"Germany";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00824817006
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"India";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";4.5234778E-05
"2019-10-01";"2019-09-01";"Google Sub";"Canada";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";6;"EUR";0.016473431559
"2019-10-01";"2019-10-01";"Apple Music";"Moldova, republic of";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.001772557096
"2019-10-01";"2019-09-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";4;"EUR";0.034357817343
"2019-10-01";"2019-10-01";"YouTube Red";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";6;"EUR";0.028708118782
"2019-10-01";"2019-08-01";"Deezer";"Israel";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.001628949839
"2019-10-01";"2019-09-01";"Spotify Stream";"Luxembourg";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";4;"EUR";0.01563236718
"2019-10-01";"2019-09-01";"Spotify Stream";"Netherlands";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";28;"EUR";0.072727515783
"2019-10-01";"2019-08-01";"Deezer";"Germany";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";6;"EUR";0.019560252559
"2019-10-01";"2019-09-01";"Spotify Stream";"Ireland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00032323707
"2019-10-01";"2019-08-01";"Deezer";"Finland";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.006709209121
"2019-10-01";"2019-09-01";"Spotify Stream";"Guatemala";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00080621775
"2019-10-01";"2019-10-01";"Apple Music";"Russian federation";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";8;"EUR";0.011964532775
"2019-10-01";"2019-10-01";"Apple Music";"Russian federation";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";5;"EUR";0.007864579877
"2019-10-01";"2019-09-01";"Spotify Stream";"Norway";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";3;"EUR";0.01222226109
"2019-10-01";"2019-09-01";"Spotify Stream";"Colombia";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00102145914
"2019-10-01";"2019-09-01";"Spotify Stream";"Germany";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";102;"EUR";0.2361617814
"2019-10-01";"2019-10-01";"Apple Music";"Canada";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.014548684665
"2019-10-01";"2019-08-01";"Deezer";"Russian federation";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";8;"EUR";0.010136572021
"2019-10-01";"2019-09-01";"Spotify Stream";"France";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";15;"EUR";0.03713327136
"2019-10-01";"2019-09-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";9;"EUR";0.018610528049
"2019-10-01";"2019-09-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";15;"EUR";0.0342511299
"2019-10-01";"2019-09-01";"Spotify Stream";"Indonesia";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";7.874685E-05
"2019-10-01";"2019-08-01";"Deezer";"France";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";13;"EUR";0.055457049879
"2019-10-01";"2019-06-01";"Tidal";"Turkey";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";40;"EUR";0.28716801282
"2019-10-01";"2019-08-01";"Deezer";"Israel";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.001628949839
"2019-10-01";"2019-08-01";"Deezer";"France";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";9;"EUR";0.03281944542
"2019-10-01";"2019-09-01";"Spotify Stream";"Argentina";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00091346346
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"Finland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";16;"EUR";0.032989457469
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"Australia";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00173422156
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"United kingdom";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.004038534367
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"Argentina";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";5;"EUR";0.001736217212
"2019-10-01";"2019-09-01";"Google Sub";"United kingdom";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";5;"EUR";0.032785544371
"2019-10-01";"2019-10-01";"YouTube Official Music Content";"Germany";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";14;"EUR";0.021384076057
"2019-10-01";"2019-10-01";"YouTube Official Music Content";"Brazil";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.009547864233
"2019-10-01";"2019-09-01";"Amazon US";"United states";"Label";"Band";"Album";;;;;;"Download";1;"EUR";3.034576232595
"2019-10-01";"2019-09-01";"Google Sub";"Germany";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.004231248243
"2019-10-01";"2019-08-01";"Deezer";"Finland";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.018604333297
"2019-10-01";"2019-09-01";"Spotify Stream";"Romania";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";9.524619E-05
"2019-10-01";"2019-08-01";"Deezer";"Romania";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.002855345782
"2019-10-01";"2019-09-01";"Spotify Stream";"Chile";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";5.024799E-05
"2019-10-01";"2019-09-01";"Spotify Stream";"Estonia";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00280338786
"2019-10-01";"2019-08-01";"Deezer";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.007300545467
"2019-10-01";"2019-10-01";"Apple Music";"Russian federation";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";7;"EUR";0.007536890305
"2019-10-01";"2019-08-01";"Deezer";"France";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";51;"EUR";0.22704715225
"2019-10-01";"2019-08-01";"Deezer";"Germany";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";20;"EUR";0.037448577498
"2019-10-01";"2019-10-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.01059557616
"2019-10-01";"2019-09-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.00325711971
"2019-10-01";"2019-09-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";33;"EUR";0.090603140729
"2019-10-01";"2019-09-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";6;"EUR";0.00527903883
"2019-10-01";"2019-09-01";"Spotify Stream";"Switzerland";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";0.0029773809
"2019-10-01";"2019-09-01";"Spotify Stream";"Canada";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";15;"EUR";0.03469436217
"2019-10-01";"2019-09-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";39;"EUR";0.060413796602
"2019-10-01";"2019-09-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";37;"EUR";0.075113335347
"2019-10-01";"2019-09-01";"Spotify Stream";"Australia";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";11;"EUR";0.029487290461
"2019-10-01";"2019-09-01";"Spotify Stream";"Australia";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";7;"EUR";0.01416917571
"2019-10-01";"2019-09-01";"Spotify Stream";"Brazil";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";12;"EUR";0.01297748088
"2019-10-01";"2019-09-01";"Spotify Stream";"Belgium";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00415033398
"2019-10-01";"2019-10-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";24;"EUR";0.130237388726
"2019-10-01";"2019-09-01";"Spotify Stream";"Luxembourg";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.0087296508
"2019-10-01";"2019-09-01";"Spotify Stream";"Netherlands";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";7;"EUR";0.02099541765
"2019-10-01";"2019-09-01";"Spotify Stream";"Lithuania";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.00277788888
"2019-10-01";"2019-09-01";"Spotify Stream";"Germany";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";47;"EUR";0.111552765211
"2019-10-01";"2019-10-01";"YouTube Official Music Content";"Finland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";74;"EUR";0.086892016999
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"Latvia";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.003801051782
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"Norway";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.002096765001
"2019-10-01";"2019-10-01";"Youtube Audio Fingerprint";"Romania";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.000735730359
"2019-10-01";"2019-09-01";"Google Sub";"Russian federation";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.003243979063
"2019-10-01";"2019-09-01";"Google Sub";"Germany";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.008462496486
"2019-10-01";"2019-10-01";"YouTube Official Music Content";"United kingdom";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";7;"EUR";0.017157285189
"2019-10-01";"2019-10-01";"YouTube Official Music Content";"Netherlands";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.002750008412
"2019-10-01";"2019-08-01";"Deezer";"Israel";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.001628949839
"2019-10-01";"2019-09-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";15;"EUR";0.02144389221
"2019-10-01";"2019-09-01";"Spotify Stream";"Iceland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";20;"EUR";0.10112970465
"2019-10-01";"2019-09-01";"Spotify Stream";"Spain";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";3;"EUR";0.00056472741
"2019-10-01";"2019-08-01";"Deezer";"Romania";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.005710691563
"2019-11-01";"2019-10-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";4;"EUR";0.033273679533
"2019-11-01";"2019-10-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";15;"EUR";0.02054017986
"2019-11-01";"2019-11-01";"Apple Music";"France";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00216666333
"2019-11-01";"2019-11-01";"iTunes Match";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.000141466993
"2019-11-01";"2019-11-01";"iTunes Match";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.000141466993
"2019-11-01";"2019-11-01";"YouTube Official Music Content";"Mexico";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";3;"EUR";0.003729217852
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Austria";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.014240222963
"2019-11-01";"2019-11-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.023862446614
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";142;"EUR";0.02195490823
"2019-11-01";"2019-10-01";"Spotify Stream";"Austria";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";13;"EUR";0.02264759406
"2019-11-01";"2019-10-01";"Spotify Stream";"Brazil";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";4;"EUR";0.00428682852
"2019-11-01";"2019-10-01";"Spotify Stream";"Brazil";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";15;"EUR";0.025357273169
"2019-11-01";"2019-10-01";"Spotify Stream";"Japan";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";0.00503904843
"2019-11-01";"2019-10-01";"Spotify Stream";"Netherlands";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";10;"EUR";0.02911834272
"2019-11-01";"2019-10-01";"Spotify Stream";"Portugal";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.00282813687
"2019-11-01";"2019-10-01";"Spotify Stream";"Denmark";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.00256714731
"2019-11-01";"2019-09-01";"Deezer";"France";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.005308707643
"2019-11-01";"2019-09-01";"Deezer";"Germany";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";16;"EUR";0.016978516831
"2019-11-01";"2019-10-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";5;"EUR";0.00996185151
"2019-11-01";"2019-09-01";"Deezer";"Turkey";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.001382644692
"2019-11-01";"2019-09-01";"Deezer";"Canada";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";8;"EUR";0.021218241236
"2019-11-01";"2019-10-01";"Spotify Stream";"Romania";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00284088636
"2019-11-01";"2019-09-01";"Deezer";"Czech republic";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";5.973286E-06
"2019-11-01";"2019-09-01";"Deezer";"France";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.002654353822
"2019-11-01";"2019-10-01";"Spotify Stream";"Netherlands";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";7;"EUR";0.02118365262
"2019-11-01";"2019-10-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";8;"EUR";0.006423463051
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.002275366527
"2019-11-01";"2019-11-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.043093191678
"2019-11-01";"2019-08-01";"Rhapsody / Napster";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.006463280608
"2019-11-01";"2019-11-01";"Apple Music";"Russian federation";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";3;"EUR";0.005446841432
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Belarus";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";1.2377118E-05
"2019-11-01";"2019-09-01";"Yandex";"Russian federation";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";306;"EUR";0.080156767351
"2019-11-01";"2019-11-01";"YouTube Official Music Content";"Belgium";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.001170329028
"2019-11-01";"2019-11-01";"Apple Music";"Russian federation";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.002562589661
"2019-11-01";"2019-10-01";"Spotify Stream";"Finland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";22;"EUR";0.094130939612
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"France";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";4;"EUR";0.004117775074
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Spain";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.003350640697
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Brazil";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.000916835362
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Japan";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.002288761715
"2019-11-01";"2019-10-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";45;"EUR";0.123749564819
"2019-11-01";"2019-10-01";"Amazon Premium";"Germany";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00494380224
"2019-11-01";"2019-10-01";"Amazon Premium";"Germany";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.00747420102
"2019-11-01";"2019-10-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";73;"EUR";0.210292292972
"2019-11-01";"2019-11-01";"Youtube Audio Fingerprint";"Slovakia";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.003389230284
"2019-11-01";"2019-10-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";17;"EUR";0.02322506496
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Belarus";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";4;"EUR";5.136033E-05
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Ukraine";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";1.2840018E-05
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Belarus";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";2.5680036E-05
"2019-11-01";"2019-09-01";"UMA (Vkontakte)";"Belarus";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";2;"EUR";2.5680036E-05
"2019-11-01";"2019-11-01";"YouTube Official Music Content";"Italy";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.001290089816
"2019-11-01";"2019-10-01";"Spotify Stream";"Sweden";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";23;"EUR";0.068055307679
"2019-11-01";"2019-10-01";"Spotify Stream";"Austria";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";9;"EUR";0.02374105032
"2019-11-01";"2019-10-01";"Spotify Stream";"Denmark";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00256714731
"2019-11-01";"2019-10-01";"Spotify Stream";"Australia";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";3;"EUR";0.00921488889
"2019-11-01";"2019-10-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";8;"EUR";0.02126764926
"2019-11-01";"2019-10-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";19;"EUR";0.045961888951
"2019-11-01";"2019-10-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";13;"EUR";0.00861940521
"2019-11-01";"2019-10-01";"Spotify Stream";"Japan";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00384884604
"2019-11-01";"2019-10-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";20;"EUR";0.054403588769
"2019-11-01";"2019-10-01";"Spotify Stream";"Singapore";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00303587856
"2019-11-01";"2019-09-01";"Deezer";"France";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.007864110423
"2019-11-01";"2019-09-01";"Deezer";"Mexico";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.001013006978
"2019-11-01";"2019-10-01";"Spotify Stream";"Chile";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";5;"EUR";0.00759419622
"2019-11-01";"2019-09-01";"Deezer";"Brazil";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.000586184802
"2019-11-01";"2019-10-01";"Spotify Stream";"France";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";19;"EUR";0.0466631259
"2019-11-01";"2019-09-01";"Deezer";"Turkey";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.001382644692
"2019-11-01";"2019-10-01";"Spotify Stream";"Indonesia";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00023474061
"2019-11-01";"2019-10-01";"Spotify Stream";"Greece";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";3;"EUR";0.00288888444
"2019-11-01";"2019-10-01";"Spotify Stream";"Hungary";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.00430257789
"2019-11-01";"2019-10-01";"Spotify Stream";"Denmark";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00504429822
"2019-11-01";"2019-11-01";"iTunes Match";"Germany";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.000195811917
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";113;"EUR";0.008847600982
"2019-11-01";"2019-10-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";7;"EUR";0.004556027837
"2019-11-01";"2019-10-01";"Amazon Premium";"Germany";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.01554012837
"2019-11-01";"2019-11-01";"YouTube Red";"United states";"Label";"Band";"Album";;;;;;"Stream";2;"EUR";0.010806415052
"2019-11-01";"2019-10-01";"Spotify Stream";"Norway";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.01373644302
"2019-11-01";"2019-11-01";"Apple Music";"Netherlands";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00583101675
"2019-11-01";"2019-10-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";5;"EUR";0.03621770385
"2019-11-01";"2019-10-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";5;"EUR";0.03621770385
"2019-11-01";"2019-10-01";"Spotify Stream";"Finland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";89;"EUR";0.329227771112
"2019-11-01";"2019-10-01";"Spotify Stream";"Finland";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";207;"EUR";0.778947007873
"2019-11-01";"2019-11-01";"Apple Music";"United kingdom";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.009940851077
"2019-11-01";"2019-11-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";12;"EUR";0.070347638798
"2019-11-01";"2019-10-01";"Google Sub";"Belgium";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.006350550968
